rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,660271,Shohei Ohtani,LAD,AZ,2026-08-08T01:40:00Z,Pre-Game,1,Merrill Kelly,518876,R,77.3,Tier 2,Best Overall,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",81.5,67.8,59.2,93.2,80.0,100.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 12.0% barrel, 23.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.81,54.57,93.92,104.487,0.6014,0.3085,0.4166,74.96,52.45,47.12,32.69,34.7,0.2819,12.03,44.83,90.41,0.5206,0.2321,26.36,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,19,0,109,Chase Field,
2,670541,Yordan Alvarez,HOU,SD,2026-08-08T01:40:00Z,Pre-Game,2,Robbie Ray,592662,L,66.9,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot",83.9,47.6,48.6,100.0,50.0,39.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,0,Contact streak: 10/26 over last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 17.1 HR allowed",lift-pull EV profile; pitcher allows elevated contact,16.95,53.6,94.56,105.1154,0.6575,0.3357,0.449,76.1,61.59,41.65,36.31,26.3,0.2662,8.76,39.66,89.74,0.4018,0.1702,34.71,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7073&lon=-117.1573,55,0,83,Petco Park,
3,571970,Max Muncy,LAD,AZ,2026-08-08T01:40:00Z,Pre-Game,4,Merrill Kelly,518876,R,66.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",57.0,67.8,59.2,94.9,80.0,31.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 12.0% barrel, 23.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.67,47.51,90.74,101.4173,0.4809,0.2415,0.3565,71.38,14.2,53.11,35.3,21.1,0.2368,12.03,44.83,90.41,0.5206,0.2321,26.36,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,19,0,109,Chase Field,
4,691406,Junior Caminero,TB,SEA,2026-08-08T01:45:00Z,Pre-Game,3,Logan Gilbert,669302,R,64.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",65.1,49.3,62.9,96.6,50.0,83.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 17.9 HR allowed",EV profile; pitcher fly-ball pressure modest,14.0,50.91,92.82,105.359,0.5157,0.2446,0.3677,79.41,85.88,45.66,23.84,36.6,0.2738,9.79,42.12,90.24,0.3873,0.161,28.75,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,49,0,81,T-Mobile Park,
5,656941,Kyle Schwarber,PHI,TOR,2026-08-07T22:40:00Z,Warmup,1,José Soriano,667755,R,64.8,Tier 3,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",76.5,36.5,70.3,93.2,80.0,0.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,0,"Last 7 games: 2/22, 0 HR","platoon edge; pitcher baseline 7.8% barrel, 12.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.28,54.35,93.53,104.5524,0.5145,0.2742,0.3758,77.09,75.14,54.91,33.32,39.9,0.2915,7.83,40.71,89.44,0.3789,0.1376,19.03,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,91,39,78,Citizens Bank Park,
6,682998,Corbin Carroll,AZ,LAD,2026-08-08T01:40:00Z,Pre-Game,2,Roki Sasaki,808963,R,63.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",57.4,55.9,59.2,100.0,80.0,28.1,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","platoon edge; pitcher baseline 10.9% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,49.55,91.89,102.5794,0.4695,0.2166,0.3531,75.23,55.03,44.57,30.81,20.5,0.2421,10.89,43.86,90.25,0.4244,0.1859,28.84,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,19,0,109,Chase Field,
7,518692,Freddie Freeman,LAD,AZ,2026-08-08T01:40:00Z,Pre-Game,3,Merrill Kelly,518876,R,62.5,Tier 3,Watch List,"Premium Lineup Spot, Platoon Edge",43.5,67.8,59.2,96.6,80.0,45.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,25,0,Contact streak: 11/25 over last 7 games,"platoon edge; pitcher baseline 12.0% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.56,44.37,90.27,100.5827,0.4852,0.1951,0.371,70.22,8.4,36.68,27.35,17.7,0.1846,12.03,44.83,90.41,0.5206,0.2321,26.36,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,19,0,109,Chase Field,
8,805811,Bryce Eldridge,SF,DET,2026-08-08T02:15:00Z,Pre-Game,1,Keider Montero,672456,R,61.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",69.8,38.1,56.3,93.2,80.0,19.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 12.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.83,58.02,93.36,103.2626,0.4792,0.2491,0.3566,73.07,28.57,39.95,37.05,7.7,0.1504,7.43,38.35,88.82,0.404,0.1636,25.7,Out To LF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,80,1,64,Oracle Park,
9,547180,Bryce Harper,PHI,TOR,2026-08-07T22:40:00Z,Warmup,3,José Soriano,667755,R,60.8,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",53.2,36.5,70.3,96.6,80.0,64.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.74,45.68,90.53,102.0587,0.5053,0.2317,0.3827,74.31,46.55,38.26,27.59,24.9,0.2393,7.83,40.71,89.44,0.3789,0.1376,19.03,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,91,39,78,Citizens Bank Park,
10,666018,Jonathan Aranda,TB,SEA,2026-08-08T01:45:00Z,Pre-Game,2,Logan Gilbert,669302,R,59.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",48.9,49.3,62.9,100.0,80.0,25.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,0,"Last 7 games: 9/31, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 17.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.87,48.27,91.6,101.36,0.4702,0.1974,0.3638,70.15,12.27,31.24,29.64,14.0,0.1548,9.79,42.12,90.24,0.3873,0.161,28.75,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,49,0,81,T-Mobile Park,
