rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,sheet_score,sheet_carry_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds,sheet_barrel_pct,sheet_iso,sheet_ev,sheet_pm_hr,sheet_pm_pa,sheet_pa_pct,sheet_hr_env,sheet_pitcher_split_barrel,sheet_pitcher_split_hr,sheet_note
1,545361,Mike Trout,LAA,SEA,2026-09-15T01:38:00Z,Warmup,2,Kade Anderson,807739,L,61.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.6,36.4,66.7,100.0,78.0,44.1,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","platoon edge; pitcher baseline 7.9% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.66,46.5,90.27,102.8751,0.4831,0.2355,0.3713,74.56,46.93,35.67,31.49,22.5,0.1923,7.9,38.1,88.4,0.394,0.151,30.2,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,57,0,79,Angel Stadium,,,,,,,,,,,
2,669065,Kyle Stowers,MIA,AZ,2026-09-15T01:40:00Z,Pre-Game,1,Corbin Burnes,669203,R,59.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",63.1,42.5,57.2,93.2,80.0,0.0,50.0,,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 10.2% barrel, 2.1 HR allowed",lift-pull EV profile; pitcher allows elevated contact,14.48,55.29,92.01,103.379,0.4642,0.2251,0.3421,75.28,54.39,45.43,32.2,20.8,0.2294,10.2,28.02,90.76,0.3703,0.1426,44.65,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,26,1,103,Chase Field,,,,,,,,,,,
3,665052,Griffin Conine,MIA,AZ,2026-09-15T01:40:00Z,Pre-Game,4,Corbin Burnes,669203,R,58.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.8,42.5,57.2,94.9,80.0,26.4,50.0,,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","platoon edge; pitcher baseline 10.2% barrel, 2.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.94,49.43,91.32,103.1925,0.4579,0.2103,0.3461,74.26,44.18,42.18,23.62,11.1,0.2028,10.2,28.02,90.76,0.3703,0.1426,44.65,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,26,1,103,Chase Field,,,,,,,,,,,
4,687263,Zach Neto,LAA,SEA,2026-09-15T01:38:00Z,Warmup,1,Kade Anderson,807739,L,58.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",48.2,36.4,66.7,93.2,78.0,79.9,50.0,,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.32,42.47,90.02,100.3118,0.4355,0.2111,0.3202,71.4,14.74,47.34,34.26,26.0,0.2051,7.9,38.1,88.4,0.394,0.151,30.2,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,57,0,79,Angel Stadium,,,,,,,,,,,
5,663728,Cal Raleigh,SEA,LAA,2026-09-15T01:38:00Z,Warmup,4,Reid Detmers,672282,L,58.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.7,36.2,66.7,94.9,75.0,4.2,50.0,,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","switch hitter; pitcher baseline 7.7% barrel, 13.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.86,42.18,90.32,101.1558,0.4406,0.239,0.3297,75.06,52.32,53.31,42.64,32.7,0.2321,7.71,39.02,89.89,0.3567,0.1376,28.13,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,57,0,79,Angel Stadium,,,,,,,,,,,
6,668227,Randy Arozarena,SEA,LAA,2026-09-15T01:38:00Z,Warmup,2,Reid Detmers,672282,L,57.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",40.0,37.6,66.7,100.0,78.0,90.6,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 13.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.05,44.86,90.88,101.0657,0.4177,0.1697,0.341,71.32,24.52,34.96,24.73,25.6,0.1964,7.71,39.02,89.89,0.3567,0.1376,28.13,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,57,0,79,Angel Stadium,,,,,,,,,,,
7,703197,Michael Arroyo,SEA,LAA,2026-09-15T01:38:00Z,Warmup,7,Reid Detmers,672282,L,57.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",62.5,37.6,66.7,64.3,78.0,50.3,50.0,,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,3,9,1,Contact streak: 3/9 over last 4 games,"platoon edge; pitcher baseline 7.7% barrel, 13.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.5,50.0,90.6,103.4138,0.564,0.313,0.447,74.3,42.9,50.0,12.5,1.0,0.445,7.71,39.02,89.89,0.3567,0.1376,28.13,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,57,0,79,Angel Stadium,,,,,,,,,,,
8,642350,Jose Siri,LAA,SEA,2026-09-15T01:38:00Z,Warmup,3,Kade Anderson,807739,L,57.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.0,36.4,66.7,96.6,78.0,37.8,50.0,,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,1,"Last 7 games: 4/16, 1 HR","platoon edge; pitcher baseline 7.9% barrel, 4.0 HR allowed",fly-ball profile; pitcher allows elevated contact,15.94,39.18,88.26,99.8227,0.3774,0.1945,0.275,73.15,35.08,32.67,44.09,5.6,0.1383,7.9,38.1,88.4,0.394,0.151,30.2,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,57,0,79,Angel Stadium,,,,,,,,,,,
9,686527,Dominic Canzone,SEA,LAA,2026-09-15T01:38:00Z,Warmup,3,Reid Detmers,672282,L,57.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",55.0,37.6,66.7,96.6,50.0,43.9,50.0,,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,1,"Last 7 games: 9/31, 1 HR","same-side matchup; pitcher baseline 7.7% barrel, 13.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.82,46.27,91.53,102.5427,0.498,0.2234,0.3592,73.94,41.29,39.97,26.16,18.7,0.2111,7.71,39.02,89.89,0.3567,0.1376,28.13,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,57,0,79,Angel Stadium,,,,,,,,,,,
10,681715,Heriberto Hernández,MIA,AZ,2026-09-15T01:40:00Z,Pre-Game,2,Corbin Burnes,669203,R,56.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",54.8,42.5,57.2,100.0,50.0,31.4,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,1,"Last 7 games: 6/29, 1 HR","same-side matchup; pitcher baseline 10.2% barrel, 2.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.89,46.87,90.9,101.7056,0.4693,0.2243,0.3466,74.0,43.85,47.17,31.04,19.8,0.2091,10.2,28.02,90.76,0.3703,0.1426,44.65,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,26,1,103,Chase Field,,,,,,,,,,,
