hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hitter_hand,barrel_pct,iso,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hard_hit_pct,hr_total,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,pitcher_hr_allowed,pitcher_hr_allowed_vs_lhh,pitcher_hr_allowed_vs_rhh,ballpark,park_hr_factor,weather_temp,wind_speed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,public_attention,odds
700250,Ben Rice,NYY,BOS,2026-08-29T17:05:00Z,Pre-Game,2,Jake Bennett,687562,L,L,15.26,0.2671,92.53,102.6002,0.525,0.2555,0.3812,72.91,28.36,46.15,30.6,50.92,32.3,6.4,36.4,88.2,0.37,0.137,25.8,7.0,7.0,7.0,Yankee Stadium,119,80,3,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 7.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,,
642708,Amed Rosario,NYY,BOS,2026-08-29T17:05:00Z,Pre-Game,3,Jake Bennett,687562,L,R,9.99,0.1859,90.64,101.3989,0.432,0.1748,0.3177,73.59,36.99,37.4,24.21,41.08,8.8,6.4,36.4,88.2,0.37,0.137,25.8,7.0,7.0,7.0,Yankee Stadium,119,80,3,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,8,0,"Last 7 games: 0/8, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
671218,Heliot Ramos,NYY,BOS,2026-08-29T17:05:00Z,Pre-Game,4,Jake Bennett,687562,L,R,12.02,0.1454,92.01,102.8784,0.4268,0.1764,0.3193,72.99,31.77,33.38,22.39,48.66,12.6,6.4,36.4,88.2,0.37,0.137,25.8,7.0,7.0,7.0,Yankee Stadium,119,80,3,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 7.0 HR allowed",EV profile; pitcher fly-ball pressure modest,,
641355,Cody Bellinger,NYY,BOS,2026-08-29T17:05:00Z,Pre-Game,5,Jake Bennett,687562,L,L,6.8,0.1758,88.86,98.5347,0.4222,0.154,0.3405,69.75,4.12,42.4,32.06,37.27,17.1,6.4,36.4,88.2,0.37,0.137,25.8,7.0,7.0,7.0,Yankee Stadium,119,80,3,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 5 vs RotoWire 4,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
806146,George Lombard Jr.,NYY,BOS,2026-08-29T17:05:00Z,Pre-Game,6,Jake Bennett,687562,L,R,7.7,0.121,85.3,97.667,0.355,0.108,0.298,72.0,18.2,32.1,22.6,34.0,2.0,6.4,36.4,88.2,0.37,0.137,25.8,7.0,7.0,7.0,Yankee Stadium,119,80,3,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,Yes,No,5,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 6 vs RotoWire 5,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
676609,José Caballero,NYY,BOS,2026-08-29T17:05:00Z,Pre-Game,7,Jake Bennett,687562,L,R,4.64,0.1278,84.53,96.531,0.3362,0.1101,0.2857,68.89,8.05,41.25,21.52,27.24,9.9,6.4,36.4,88.2,0.37,0.137,25.8,7.0,7.0,7.0,Yankee Stadium,119,80,3,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,Yes,No,9,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 7 vs RotoWire 9,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
682987,Spencer Jones,NYY,BOS,2026-08-29T17:05:00Z,Pre-Game,8,Jake Bennett,687562,L,L,15.7,0.187,94.9,104.3543,0.449,0.22,0.325,77.5,75.3,32.4,36.3,57.4,7.0,6.4,36.4,88.2,0.37,0.137,25.8,7.0,7.0,7.0,Yankee Stadium,119,80,3,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,Yes,No,6,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 8 vs RotoWire 6,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,1,"Last 7 games: 5/21, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 7.0 HR allowed",EV profile; pitcher fly-ball pressure modest,,
645305,Ali Sánchez,NYY,BOS,2026-08-29T17:05:00Z,Pre-Game,9,Jake Bennett,687562,L,R,6.82,0.0814,84.52,96.1167,0.3344,0.0931,0.2613,70.14,7.77,36.72,20.47,30.63,0.7,6.4,36.4,88.2,0.37,0.137,25.8,7.0,7.0,7.0,Yankee Stadium,119,80,3,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,8,0,"Last 7 games: 1/8, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
663330,Jahmai Jones,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,1,Max Fried,608331,L,R,11.02,0.1937,91.36,102.4875,0.4609,0.2038,0.3528,73.39,34.65,49.13,25.82,48.49,4.9,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,6,0,Contact streak: 3/6 over last 7 games,"platoon edge; pitcher baseline 3.3% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
678882,Ceddanne Rafaela,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,2,Max Fried,608331,L,R,6.61,0.1671,86.97,97.7812,0.3775,0.1306,0.2903,70.02,8.69,35.29,25.58,34.22,16.0,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,0,Contact streak: 10/30 over last 7 games,"platoon edge; pitcher baseline 3.3% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
677800,Wilyer Abreu,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,3,Max Fried,608331,L,L,12.51,0.2122,90.17,101.4406,0.4792,0.2264,0.3476,73.89,38.73,38.81,36.82,44.41,22.0,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 3.3% barrel, 5.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,,
575929,Willson Contreras,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,4,Max Fried,608331,L,R,13.76,0.2271,90.04,102.7522,0.4887,0.2324,0.3706,76.77,68.66,45.82,29.05,45.5,24.2,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","platoon edge; pitcher baseline 3.3% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
702332,Caleb Durbin,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,5,Max Fried,608331,L,R,3.09,0.138,84.08,95.5924,0.3333,0.0909,0.2952,68.88,5.16,40.18,20.03,26.06,11.7,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 5 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","platoon edge; pitcher baseline 3.3% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
668939,Adley Rutschman,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,6,Max Fried,608331,L,S,7.15,0.1614,88.98,99.4601,0.4156,0.162,0.3341,70.42,12.14,38.47,28.87,40.42,9.0,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 6 vs RotoWire 5,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","switch hitter; pitcher baseline 3.3% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
655316,Andruw Monasterio,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,7,Max Fried,608331,L,R,6.56,0.1586,87.63,97.3842,0.3707,0.1355,0.2947,69.24,3.5,39.85,31.34,32.93,5.4,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 3.3% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
686765,Nick Sogard,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,8,Max Fried,608331,L,S,5.39,0.1106,85.72,96.3053,0.3547,0.1093,0.3139,68.78,3.4,44.89,23.04,28.96,1.4,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 8 vs RotoWire 9,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","switch hitter; pitcher baseline 3.3% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
642201,Eli White,BOS,NYY,2026-08-29T23:15:00Z,Scheduled,9,Max Fried,608331,L,R,6.23,0.1524,86.16,98.3206,0.3426,0.1185,0.2708,72.76,26.84,36.61,24.01,32.21,6.5,3.33,33.07,86.5,0.2919,0.0823,21.69,5.6,5.6,5.6,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 9 vs RotoWire 8,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,11,0,"Last 7 games: 3/11, 0 HR","platoon edge; pitcher baseline 3.3% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
502671,Paul Goldschmidt,NYY,BOS,2026-08-29T23:15:00Z,Scheduled,1,,,,R,9.82,0.1843,87.81,99.4055,0.4248,0.1812,0.3157,71.69,16.48,33.32,29.28,39.01,14.9,,,,,,,,,,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,1,"Last 7 games: 4/14, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
700250,Ben Rice,NYY,BOS,2026-08-29T23:15:00Z,Scheduled,2,,,,L,15.26,0.2671,92.53,102.6002,0.525,0.2555,0.3812,72.91,28.36,46.15,30.6,50.92,32.3,,,,,,,,,,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,,
642708,Amed Rosario,NYY,BOS,2026-08-29T23:15:00Z,Scheduled,3,,,,R,9.99,0.1859,90.64,101.3989,0.432,0.1748,0.3177,73.59,36.99,37.4,24.21,41.08,8.8,,,,,,,,,,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,8,0,"Last 7 games: 0/8, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
671218,Heliot Ramos,NYY,BOS,2026-08-29T23:15:00Z,Scheduled,4,,,,R,12.02,0.1454,92.01,102.8784,0.4268,0.1764,0.3193,72.99,31.77,33.38,22.39,48.66,12.6,,,,,,,,,,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,,
641355,Cody Bellinger,NYY,BOS,2026-08-29T23:15:00Z,Scheduled,5,,,,L,6.8,0.1758,88.86,98.5347,0.4222,0.154,0.3405,69.75,4.12,42.4,32.06,37.27,17.1,,,,,,,,,,Yankee Stadium,119,80,3,318 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,49,7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 5 vs RotoWire 4,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
