rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,sheet_score,sheet_carry_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds,sheet_barrel_pct,sheet_iso,sheet_ev,sheet_pm_hr,sheet_pm_pa,sheet_pa_pct,sheet_hr_env,sheet_pitcher_split_barrel,sheet_pitcher_split_hr,sheet_note
1,703155,Lazaro Montes,SEA,ATH,2026-09-04T01:40:00Z,Pre-Game,7,Jack Perkins,678022,R,66.7,Tier 3,Watch List,"Elite Power, Strong Barrel, Platoon Edge",93.7,40.3,52.4,64.3,80.0,63.3,50.0,,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,1,2,4,1,Contact streak: 2/4 over last 1 games,"platoon edge; pitcher baseline 9.0% barrel, 13.8 HR allowed",EV profile; pitcher allows elevated contact,33.3,66.7,96.8,102.353,0.988,0.681,0.568,76.5,55.6,33.3,33.3,1.0,0.75,9.04,36.79,87.87,0.3741,0.1489,34.45,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,65,12,64,T-Mobile Park,,,,,,,,,,,
2,695491,Joshua Báez,STL,LAD,2026-09-04T02:10:00Z,Pre-Game,4,Tarik Skubal,669373,L,63.8,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",73.3,28.7,65.6,94.9,78.0,66.0,50.0,,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 13.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.2,51.4,93.4,102.3025,0.484,0.278,0.316,77.9,76.6,43.2,40.5,6.0,0.373,7.75,35.17,86.87,0.3405,0.1205,25.9,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,63,0,76,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
3,699024,Leo Bernal,STL,LAD,2026-09-04T02:10:00Z,Pre-Game,5,Tarik Skubal,669373,L,61.8,Tier 3,Watch List,"Elite Power, Strong Barrel, Platoon Edge",77.8,27.2,65.6,86.4,75.0,33.7,50.0,,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,2,9,1,"Last 2 games: 2/9, 1 HR","switch hitter; pitcher baseline 7.8% barrel, 13.8 HR allowed",EV profile; pitcher fly-ball pressure modest,14.3,57.1,95.3,101.5353,0.508,0.287,0.304,74.8,61.5,28.6,57.1,1.0,0.334,7.75,35.17,86.87,0.3405,0.1205,25.9,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,63,0,76,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
4,663728,Cal Raleigh,SEA,ATH,2026-09-04T01:40:00Z,Pre-Game,4,Jack Perkins,678022,R,60.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",59.7,38.8,52.4,94.9,75.0,73.0,50.0,,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 9.0% barrel, 13.8 HR allowed",fly-ball profile; pitcher allows elevated contact,16.07,41.83,90.18,101.1263,0.4385,0.2404,0.3269,75.06,52.46,54.43,42.71,32.0,0.2335,9.04,36.79,87.87,0.3741,0.1489,34.45,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,65,12,64,T-Mobile Park,,,,,,,,,,,
5,686527,Dominic Canzone,SEA,ATH,2026-09-04T01:40:00Z,Pre-Game,2,Jack Perkins,678022,R,59.7,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.0,40.3,52.4,100.0,80.0,56.2,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.1,46.34,91.46,102.6205,0.5036,0.2283,0.3634,74.08,41.92,39.9,26.44,18.0,0.2167,9.04,36.79,87.87,0.3741,0.1489,34.45,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,65,12,64,T-Mobile Park,,,,,,,,,,,
6,691023,Jordan Walker,STL,PHI,2026-09-04T02:10:00Z,Pre-Game,3,Tarik Skubal,669373,L,57.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.1,28.7,65.6,96.6,78.0,50.3,32.9,55.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,1,Contact streak: 10/30 over last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 13.8 HR allowed",EV profile; pitcher fly-ball pressure modest,12.79,49.02,92.44,104.5579,0.4484,0.1942,0.3305,78.87,82.98,37.82,24.26,21.4,0.1785,7.75,35.17,86.87,0.3405,0.1205,25.9,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,63,0,76,UNIQLO Field at Dodger Stadium,,10.9,0.144,91,9,264,0,6,7.62,6,Volume support but ISO modest
7,668227,Randy Arozarena,SEA,ATH,2026-09-04T01:40:00Z,Pre-Game,1,Jack Perkins,678022,R,51.6,Longshot,Watch List,Premium Lineup Spot,40.1,40.3,52.4,93.2,50.0,61.5,50.0,,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.0% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.05,44.44,90.88,101.0107,0.4219,0.1711,0.3424,71.39,25.08,34.68,24.59,23.5,0.1915,9.04,36.79,87.87,0.3741,0.1489,34.45,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,65,12,64,T-Mobile Park,,,,,,,,,,,
8,677594,Julio Rodríguez,SEA,ATH,2026-09-04T01:40:00Z,Pre-Game,3,Jack Perkins,678022,R,51.3,Longshot,Watch List,Premium Lineup Spot,46.1,40.3,52.4,96.6,50.0,7.0,50.0,,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,0,"Last 7 games: 5/30, 0 HR","same-side matchup; pitcher baseline 9.0% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.45,44.64,90.54,102.6379,0.4573,0.1908,0.3398,76.68,67.27,37.93,26.33,23.6,0.1713,9.04,36.79,87.87,0.3741,0.1489,34.45,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,65,12,64,T-Mobile Park,,,,,,,,,,,
9,695336,Thomas Saggese,STL,LAD,2026-09-04T02:10:00Z,Pre-Game,7,Tarik Skubal,669373,L,50.9,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",39.8,28.7,65.6,64.3,78.0,100.0,50.0,,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,17,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.85,39.62,89.29,100.2167,0.4161,0.1817,0.3027,71.41,17.69,35.15,27.39,3.4,0.1519,7.75,35.17,86.87,0.3405,0.1205,25.9,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,63,0,76,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
10,606192,Teoscar Hernández,LAD,STL,2026-09-04T02:10:00Z,Pre-Game,3,Quinn Mathews,687273,L,50.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",43.6,12.6,65.6,96.6,78.0,53.9,50.0,,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,1,Contact streak: 10/28 over last 7 games,"platoon edge; pitcher baseline 1.7% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.31,45.12,90.06,101.4007,0.4287,0.1801,0.3205,72.48,25.34,34.92,29.17,15.9,0.1636,1.7,33.3,88.1,0.312,0.073,25.0,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,63,0,76,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
