rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,686527,Dominic Canzone,SEA,MIN,2026-08-01T02:10:00Z,Pre-Game,3,Zebby Matthews,805673,R,64.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",62.8,54.4,37.4,96.6,80.0,81.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 11.4% barrel, 14.1 HR allowed",EV profile; pitcher fly-ball pressure modest,14.71,48.58,92.3,103.0809,0.5281,0.2479,0.3753,74.22,44.16,41.23,27.07,15.9,0.2398,11.37,37.96,89.69,0.4505,0.1921,28.01,In From LF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,39,0,78,T-Mobile Park,
2,545361,Mike Trout,LAA,MIL,2026-08-01T01:38:00Z,Pre-Game,2,Shane Drohan,675660,L,62.8,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",65.4,32.3,70.2,100.0,78.0,38.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,17.2,48.25,90.41,103.2705,0.509,0.2565,0.386,74.77,49.31,39.17,32.61,20.4,0.2133,8.2,37.6,88.2,0.348,0.121,28.6,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,56,0,84,Angel Stadium,
3,682985,Riley Greene,DET,ATH,2026-08-01T01:40:00Z,Pre-Game,4,Jeffrey Springs,605488,L,62.1,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",63.0,49.1,74.4,94.9,50.0,12.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 9.2% barrel, 27.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.84,49.0,90.81,102.7769,0.4945,0.2382,0.3593,75.6,58.08,39.75,32.96,21.3,0.1986,9.22,36.25,88.23,0.4492,0.1967,32.86,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,23,0,98,Sutter Health Park,
4,660271,Shohei Ohtani,LAD,BOS,2026-08-01T02:10:00Z,Pre-Game,1,Ranger Suarez,624133,L,61.4,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot",81.9,16.2,69.6,93.2,50.0,48.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 5.2% barrel, 7.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.81,55.2,94.06,104.4147,0.5979,0.3085,0.4152,75.03,53.01,46.84,32.9,32.6,0.2756,5.15,31.66,86.22,0.3419,0.1075,22.77,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,59,0,82,UNIQLO Field at Dodger Stadium,
5,701762,Nick Kurtz,ATH,DET,2026-08-01T01:40:00Z,Pre-Game,1,Tyler Holton,663947,L,61.3,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",74.5,29.7,74.4,93.2,50.0,18.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,20,1,"Last 7 games: 1/20, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 8.7 HR allowed",EV profile; pitcher fly-ball pressure modest,18.15,55.44,93.19,105.5436,0.5006,0.2556,0.3734,77.9,78.0,34.81,30.7,25.5,0.259,6.66,38.82,88.05,0.3888,0.1304,19.74,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,23,0,98,Sutter Health Park,
6,641343,Jake Bauers,MIL,LAA,2026-08-01T01:38:00Z,Pre-Game,5,Ryan Johnson,696270,R,61.0,Tier 3,Watch List,"Strong Barrel, Good Environment, Platoon Edge",60.2,38.0,70.2,86.4,80.0,43.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,0,Contact streak: 9/22 over last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 8.9 HR allowed",EV profile; pitcher allows elevated contact,13.63,51.41,92.47,103.3687,0.464,0.2146,0.3582,76.71,71.4,40.62,29.21,14.7,0.206,8.01,34.81,87.12,0.429,0.1721,31.99,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,56,0,84,Angel Stadium,
7,592518,Manny Machado,SD,SF,2026-08-01T01:45:00Z,Pre-Game,3,Carson Whisenhunt,687931,L,60.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.8,58.0,44.6,96.6,78.0,53.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,31,1,Contact streak: 11/31 over last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.57,46.18,91.22,101.8963,0.4509,0.203,0.3354,74.64,44.37,40.92,28.5,24.2,0.2102,9.84,43.49,89.32,0.5023,0.2354,35.71,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7073&lon=-117.1573,79,0,77,Petco Park,
8,693307,Dillon Dingler,DET,ATH,2026-08-01T01:40:00Z,Pre-Game,3,Jeffrey Springs,605488,L,59.9,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",47.1,49.1,74.4,96.6,78.0,16.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 27.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.39,45.42,89.58,100.9797,0.4988,0.213,0.365,71.77,15.97,40.59,28.57,19.3,0.217,9.22,36.25,88.23,0.4492,0.1967,32.86,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,23,0,98,Sutter Health Park,
9,679529,Spencer Torkelson,DET,ATH,2026-08-01T01:40:00Z,Pre-Game,6,Jeffrey Springs,605488,L,59.4,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",51.5,49.1,74.4,76.2,78.0,34.4,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 27.3 HR allowed",fly-ball profile; pitcher allows elevated contact,13.78,42.93,89.85,100.3416,0.4273,0.2083,0.3221,73.14,26.23,48.05,37.16,23.3,0.2132,9.22,36.25,88.23,0.4492,0.1967,32.86,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,23,0,98,Sutter Health Park,
10,665487,Fernando Tatis Jr.,SD,SF,2026-08-01T01:45:00Z,Pre-Game,1,Carson Whisenhunt,687931,L,58.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.8,58.0,44.6,93.2,78.0,23.4,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 3.9 HR allowed",EV profile; pitcher allows elevated contact,10.58,53.13,92.6,104.3672,0.4551,0.1722,0.3595,75.44,57.07,32.98,21.17,13.1,0.1346,9.84,43.49,89.32,0.5023,0.2354,35.71,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7073&lon=-117.1573,79,0,77,Petco Park,
