rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,sheet_score,sheet_carry_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds,sheet_barrel_pct,sheet_iso,sheet_ev,sheet_pm_hr,sheet_pm_pa,sheet_pa_pct,sheet_hr_env,sheet_pitcher_split_barrel,sheet_pitcher_split_hr,sheet_note
1,670541,Yordan Alvarez,HOU,ATH,2026-09-25T01:40:00Z,Warmup,2,Mason Barnett,686930,R,72.7,Tier 2,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",78.2,47.1,75.9,100.0,80.0,81.7,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 9.3 HR allowed",lift-pull EV profile; pitcher allows elevated contact,15.48,53.46,94.42,104.8019,0.6141,0.3049,0.4287,76.1,61.59,41.02,36.1,30.5,0.2487,9.54,39.77,89.34,0.4207,0.1726,31.27,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,24,0,92,Sutter Health Park,,,,,,,,,,,
2,660271,Shohei Ohtani,LAD,SD,2026-09-25T02:10:00Z,Pre-Game,1,Nick Pivetta,601713,R,65.7,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",78.9,43.6,66.1,93.2,80.0,0.0,50.0,,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","platoon edge; pitcher baseline 9.6% barrel, 8.0 HR allowed",lift-pull EV profile; pitcher allows elevated contact,18.25,53.87,93.78,104.4706,0.5832,0.2994,0.4075,75.03,53.01,46.49,31.99,37.5,0.2721,9.57,38.63,89.46,0.3722,0.1568,33.3,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,73,0,77,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
3,571970,Max Muncy,LAD,KC,2026-09-25T02:10:00Z,Pre-Game,6,Nick Pivetta,601713,R,58.9,Longshot,Watch List,"Strong Barrel, Platoon Edge",54.9,43.6,66.1,76.2,80.0,44.1,66.5,100.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","platoon edge; pitcher baseline 9.6% barrel, 8.0 HR allowed",fly-ball profile; pitcher allows elevated contact,13.11,47.37,90.25,101.2721,0.476,0.2359,0.3558,71.24,14.06,50.87,35.37,26.0,0.2361,9.57,38.63,89.46,0.3722,0.1568,33.3,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,73,0,77,UNIQLO Field at Dodger Stadium,,19.2,0.333,92,4,39,57.1,19,8.85,4,Dodger +19; elite sheet line vs Cameron LHH split
4,665487,Fernando Tatis Jr.,SD,LAD,2026-09-25T02:10:00Z,Pre-Game,1,Tyler Glasnow,607192,R,58.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",58.1,36.0,66.1,93.2,50.0,60.0,50.0,,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 7.9 HR allowed",EV profile; pitcher fly-ball pressure modest,12.26,53.06,93.02,104.4576,0.4985,0.2086,0.377,75.65,57.98,34.38,22.5,25.0,0.1808,8.35,38.66,89.67,0.3317,0.135,28.71,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,73,0,77,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
5,686527,Dominic Canzone,SEA,LAA,2026-09-25T01:40:00Z,Warmup,3,Grayson Rodriguez,680570,R,57.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",55.1,53.6,27.9,96.6,80.0,36.0,50.0,,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 8.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.82,46.34,91.46,102.557,0.5008,0.2241,0.362,73.94,41.71,39.06,26.3,18.7,0.2083,8.9,45.1,90.2,0.468,0.192,27.6,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,85,7,57,T-Mobile Park,,,,,,,,,,,
6,663728,Cal Raleigh,SEA,LAA,2026-09-25T01:40:00Z,Warmup,4,Grayson Rodriguez,680570,R,57.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",60.2,52.0,27.9,94.9,75.0,24.3,50.0,,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,1,"Last 7 games: 4/25, 1 HR","switch hitter; pitcher baseline 8.9% barrel, 15.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,16.0,42.25,90.39,101.2349,0.4413,0.2397,0.3283,75.06,52.53,53.1,43.06,34.1,0.2356,8.9,45.1,90.2,0.468,0.192,27.6,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,85,7,57,T-Mobile Park,,,,,,,,,,,
7,701538,Jackson Merrill,SD,LAD,2026-09-25T02:10:00Z,Pre-Game,5,Tyler Glasnow,607192,R,57.2,Longshot,Watch List,"Strong Barrel, Platoon Edge",54.3,36.0,66.1,86.4,80.0,36.5,50.0,,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,1,"Last 7 games: 7/29, 1 HR","platoon edge; pitcher baseline 8.3% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.58,47.1,91.03,101.2132,0.4893,0.2228,0.3463,72.95,28.03,37.63,30.2,23.0,0.1888,8.35,38.66,89.67,0.3317,0.135,28.71,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,73,0,77,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
8,669127,Shea Langeliers,ATH,HOU,2026-09-25T01:40:00Z,Warmup,3,Peter Lambert,663567,R,56.5,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",55.3,32.9,75.9,96.6,50.0,22.0,50.0,,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.98,44.27,91.32,102.3438,0.4906,0.2263,0.3493,74.71,48.12,40.09,29.7,25.4,0.2313,6.8,35.8,88.2,0.357,0.139,32.5,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,24,0,92,Sutter Health Park,,,,,,,,,,,
9,703155,Lazaro Montes,SEA,LAA,2026-09-25T01:40:00Z,Warmup,8,Grayson Rodriguez,680570,R,55.7,Longshot,Watch List,"Strong Barrel, Platoon Edge",71.9,53.6,27.9,52.4,80.0,18.3,50.0,,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,1,"Last 7 games: 2/18, 1 HR","platoon edge; pitcher baseline 8.9% barrel, 15.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,18.2,45.5,91.7,103.8388,0.471,0.279,0.319,75.6,60.6,31.8,50.0,4.0,0.295,8.9,45.1,90.2,0.468,0.192,27.6,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,85,7,57,T-Mobile Park,,,,,,,,,,,
10,671732,Lawrence Butler,ATH,HOU,2026-09-25T01:40:00Z,Warmup,2,Peter Lambert,663567,R,55.6,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",38.2,32.9,75.9,100.0,80.0,52.3,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.85,45.17,90.08,101.9587,0.3989,0.1577,0.3211,73.63,37.88,35.8,22.14,18.2,0.163,6.8,35.8,88.2,0.357,0.139,32.5,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,24,0,92,Sutter Health Park,,,,,,,,,,,
